Symbol	Adj Multiple	Date	Open	Adj Open	Forward Lag  1	Prediction	Choice	Sim	Trade Amount	
YOD	0.0133333333	2011-11-30	0.07	5.25	0.1666666667	0.3939326882	1	434121350.379542	84023491.0412017	
AERO	0.01	2011-12-01	0.04	4	0.25	0.204387795	1	455827397.898519	86824270.0759084	
ROSG	0.0666666667	2011-12-02	0.28	4.2	2.22044604925031E-016	0.140742667	1	455827377.898519	91165479.5797038	
MSLP	0.0011723329	2011-12-05	0.01	8.53	0	0.1108384723	1	455827357.898519	91165475.5797038	
AERO	0.01	2011-12-06	0.05	5	0	0.5021972275	1	455827337.898519	91165471.5797038	
TRCH	1	2011-12-07	0.85	0.85	0.0740740741	0.2201155484	1	462580315.497016	91165467.5797038	
CDXS	1	2011-12-08	5.86	5.86	0.0549242424	1.0340821065	1	467661670.174824	92516063.0994031	
PED	0.0033955857	2011-12-09	0.02	5.89	0	0.1049762811	1	467661650.174824	93532334.0349648	
PED	0.0029717682	2011-12-12	0.02	6.73	-0.249628529	0.0767215306	1	444313292.216616	93532330.0349647	
AXTI	1	2011-12-13	3.88	3.88	0.0456989247	0.3742776197	1	448374200.15623	88862658.4433231	
JAMN	1	2011-12-14	0.37	0.37	-0.1578947368	0.3665196305	1	434214994.888138	89674840.0312459	
QFOR	1	2011-12-15	0.13	0.13	0	0.2607107568	1	434214974.888138	86842998.9776277	
LIVE	2.9941176471	2011-12-16	5.71	1.9070726916	0.1530109796	0.8123307239	1	447502886.621113	86842994.9776277	
LIVE	3.0057803468	2011-12-19	5.04	1.6767692308	-0.0152758621	0.1909347421	1	446135668.146815	89500577.3242226	
IMMY	0.025	2011-12-20	0.09	3.6	0.1111111111	0.3591218856	1	456049774.105633	89227133.6293631	
NSFDF	1	2011-12-21	0.75	0.75	0	0.6238847669	1	456049754.105633	91209954.8211267	
LIVE	3	2011-12-22	4.87	1.6233333333	-0.0232760146	0.2673436871	1	453926729.958125	91209950.8211267	
LIVE	3.007518797	2011-12-23	4.28	1.4231	-0.040750757	0.1051471884	1	450227138.38465	90785345.991625	
IMMY	0.025	2011-12-27	0.08	3.2	-0.2	0.186272228	1	432218032.849264	90045427.67693	
HRZL	1	2011-12-28	4.2	4.2	0.0857142857	0.1044928108	1	439627464.840966	86443606.5698528	
IMMY	0.025	2011-12-30	0.06	2.4	0.3333333333	0.3068979827	1	468935942.49703	87925492.9681932	
NSFDF	1	2012-01-03	0.75	0.75	0.2741935484	0.6299876141	1	494651764.504932	93787188.499406	
AERO	0.01	2012-01-04	0.02	2	0	1.2289085271	1	494651744.504932	98930352.9009864	
QFOR	1	2012-01-05	0.4	0.4	0	0.5773542088	1	494651724.504932	98930348.9009864	
HEB	1	2012-01-06	0.2	0.2	0.3684210526	0.1571200488	1	531099726.310558	98930344.9009864	
NHLD	1	2012-01-09	0.2	0.2	0	0.3251216802	1	531099706.310558	106219945.262112	
ZTHO	1	2012-01-10	0.56	0.56	0	0.8457357956	1	531099686.310558	106219941.262112	
NHLD	1	2012-01-11	0.25	0.25	-0.0384615385	0.1529510135	1	527014284.108169	106219937.262112	
ORGN	2.5094339623	2012-01-12	1.33	0.53	-0.0188679245	0.1689421879	1	525025530.960591	105402856.821634	
MBLX	1	2012-01-13	2.6	2.6	-0.0076335878	0.4743294326	1	524223945.264468	105005106.192118	
CBRX	0.125	2012-01-17	2.42	19.36	0.2295081967	0.6173896734	1	548286663.735624	104844789.052894	
HRZL	1	2012-01-18	2.49	2.49	0.2926829268	0.1291267625	1	580381472.832344	109657332.747125	
QFOR	1	2012-01-19	0.25	0.25	0.0333333333	0.1044221488	1	584250662.651226	116076294.566469	
CPAH	1	2012-01-20	1.75	1.75	0.0606060606	0.1274827644	1	591332468.86518	116850132.530245	
IMMY	0.025	2012-01-23	0.07	2.8	0	0.2088596214	1	591332448.86518	118266493.773036	
BLRX	1	2012-01-24	4.42	4.42	-0.2272727273	0.1971870642	1	564453681.18949	118266489.773036	
CBRX	0.125	2012-01-25	0.95	7.6	-0.0337078652	0.4037964291	1	560648355.473606	112890736.237898	
BLRX	1	2012-01-26	4.42	4.42	-0.038277512	0.1397250898	1	556356290.647014	112129671.094721	
UNTK	1	2012-01-27	3.36	3.36	0.008797654	0.1439190407	1	557335196.671613	111271258.129403	
PED	0.0037174721	2012-01-30	0.02	5.38	-0.375464684	0.3588945626	1	515483239.969878	111467039.334323	
LPTN	0.1428571429	2012-01-31	0.98	6.86	-0.0319148936	2.668402872	1	512192901.416879	103096647.993976	
ENMD	1	2012-02-01	2.16	2.16	-0.0288461538	0.2757800247	1	509237922.370243	102438580.283376	
PED	0.0029761905	2012-02-02	0.01	3.36	0	0.3908855889	1	509237902.370243	101847584.474049	
SNGX	1	2012-02-03	0.68	0.68	0.0144927536	0.1218391603	1	510713934.261171	101847580.474049	
QFOR	1	2012-02-06	0.3	0.3	0.0333333333	0.1096409071	1	514118673.822913	102142786.852234	
IMMY	0.025	2012-02-07	0.09	3.6	0	0.1443480676	1	514118653.822913	102823734.764583	
JVA	1.0216400911	2012-02-08	8.67	8.4863545151	-0.043807724	0.4087568694	1	509614160.209412	102823730.764583	
XPLR	0.0025	2012-02-09	28	11200	0.2727272727	0.1369324836	1	537411276.220835	101922832.041882	
AERO	0.01	2012-02-10	0.02	2	0	0.6106684928	1	537411256.220835	107482255.244167	
AIRI	1.0687361419	2012-02-13	9.64	9.02	0	0.282079386	1	537411236.220835	107482251.244167	
AIRI	1.0687361419	2012-02-14	9.64	9.02	0	0.1011395604	1	537411216.220835	107482247.244167	
NHLD	1	2012-02-15	0.18	0.18	-0.1923076923	0.4748388604	1	516741534.058495	107482243.244167	
HDY	0.125	2012-02-16	1.12	8.96	0.0211267606	0.1370780941	1	518924928.991137	103348306.811699	
AERO	0.01	2012-02-17	0.02	2	0	0.2070302563	1	518924908.991137	103784985.798227	
FREE	0.02	2012-02-21	1.73	86.5	-0.1310344828	0.108177377	1	505325477.583093	103784981.798227	
ALXA	0.1	2012-02-22	0.54	5.4	0	0.0977239559	1	505325457.583093	101065095.516619	
CTHR	1	2012-02-23	3.47	3.47	-0.0179487179	0.0957420884	1	503511448.761	101065091.516619	
NHLD	1	2012-02-24	0.24	0.24	-0.1071428571	0.1268039396	1	492721897.716121	100702289.7522	
GRH	1	2012-02-27	2.91	2.91	0.0777027027	0.1061083006	1	500379042.342791	98544379.5432243	
BLUSF	0.0333333333	2012-02-29	0.05	1.5	0	0.4132890275	1	500379022.342791	100075808.468558	
CEMI	0.125	2012-03-02	0.47	3.76	-0.0408163265	0.508511544	1	496294275.629788	100075804.468558	
NHTC	1	2012-03-05	1.34	1.34	-0.130952381	0.1639009495	1	483296072.220437	99258855.1259577	
SMTP	0.2569444444	2012-03-06	1.85	7.2	0	0.1416015278	1	483296052.220437	96659214.4440874	
XPLR	0.0025	2012-03-07	20	8000	0	0.0904373576	1	483296032.220437	96659210.4440874	
OXF	1.1266318538	2012-03-08	8.47	7.5179837775	0.0540984257	0.1758682218	1	488525123.114481	96659206.4440874	
PED	0.0022883295	2012-03-09	0.02	8.74	0.3005952381	0.0843373001	1	517894768.254102	97705024.6228963	
ANTH	0.125	2012-03-12	3.2	25.6	0.0112359551	0.4844937577	1	519058556.722089	103578953.65082	
SYNM	0.1	2012-03-13	1.03	10.3	-0.0092592593	0.1763090959	1	518097317.172603	103811711.344418	
INVE	1	2012-03-14	1.91	1.91	-0.0106382979	0.1614390352	1	516994962.455215	103619463.434521	
IZEA	0.0249406176	2012-03-15	0.42	16.84	0.4047619048	0.0942481649	1	558846915.606351	103398992.491043	
ASTM	0.05	2012-03-16	2.1	42	-0.0294117647	0.1713402732	1	555559560.808667	111769383.12127	
IMMY	0.2	2012-03-19	0.1	0.5	0	0.6637803726	1	555559540.808667	111111912.161733	
ABIO	0.1666666667	2012-03-20	0.95	5.7	-0.0206185567	0.424990435	1	553268553.630074	111111908.161733	
BKYI	1	2012-03-21	0.08	0.08	0.1428571429	0.1519976445	1	569076206.590934	110653710.726015	
ANTH	0.125	2012-03-22	2.84	22.72	-0.0564516129	0.2144202738	1	562651132.645552	113815241.318187	
MSLP	0.0011723329	2012-03-23	0.02	17.06	-0.5002930832	0.1595279997	1	506353018.658099	112530226.52911	
EDAP	1	2012-03-26	1.96	1.96	0.0263157895	0.4423162678	1	509018014.545773	101270603.73162	
PED	0.004950495	2012-03-27	0.01	2.02	-0.1683168317	0.1707141103	1	491882734.650173	101803602.909155	
BSPM	0.3333333333	2012-03-28	0.63	1.89	0.0483870968	0.1538938563	1	496642870.146787	98376546.9300345	
PED	0.005952381	2012-03-29	0.01	1.68	0	0.1903405521	1	496642850.146787	99328574.0293574	
MSLP	0.0011730205	2012-03-30	0.03	25.575	-0.25	0.23319496	1	471810687.639448	99328570.0293574	
AEZS	0.1666666667	2012-04-02	0.74	4.44	-0.0410958904	0.5261860787	1	467932771.576658	94362137.5278896	
AEZS	0.1666666667	2012-04-03	0.73	4.38	0.0857142857	0.4484552463	1	475954456.232258	93586554.3153316	
LPAD	1	2012-04-04	0.3	0.3	0	0.1658652154	1	475954436.232258	95190891.2464515	
IMMY	0.2	2012-04-05	0.6	3	0	0.2001135677	1	475954416.232258	95190887.2464515	
DARA	0.2	2012-04-09	1.19	5.95	0.0194174757	0.1855833725	1	477802762.897237	95190883.2464515	
SPHS	0.0192307692	2012-04-10	0.36	18.72	0	0.0896023342	1	477802742.897237	95560552.5794475	
HRZL	1	2012-04-11	3.81	3.81	0.0230769231	0.1069450447	1	480007966.325994	95560548.5794474	
SGOC	1	2012-04-12	0.73	0.73	-0.2844444444	1.0064889498	1	452700826.463893	96001593.2651988	
AEZS	0.1666666667	2012-04-13	0.69	4.14	-0.0579710145	0.0679962077	1	447452101.229529	90540165.2927785	
ZBB	0.2	2012-04-17	0.62	3.1	-0.0163934426	0.0815223132	1	445985025.159924	89490420.2459058	
MNGA	0.1	2012-04-18	0.33	3.3	0.1764705882	0.2037889449	1	461725653.106745	89197005.0319848	
SGOC	1	2012-04-19	1.4	1.4	0.4315068493	0.1218990511	1	501573189.470751	92345130.6213489	
HRZL	1	2012-04-20	2.85	2.85	0	0.0828388645	1	501573169.470751	100314637.89415	
LPAD	1	2012-04-23	0.3	0.3	0	0.2359888854	1	501573149.470751	100314633.89415	
BLUSF	0.0333333333	2012-04-24	0.05	1.5	0.25	0.2194134784	1	526651786.944289	100314629.89415	
SITO	1	2012-04-25	0.29	0.29	0.0689655172	0.1669512352	1	533915929.522831	105330357.388858	
SGOC	1	2012-04-26	3.15	3.15	-0.038585209	0.1246803252	1	529795657.976674	106783185.904566	
ROSG	0.0666666667	2012-04-27	0.17	2.55	2.22044604925031E-016	0.185184977	1	529795637.976674	105959131.595335	
QFOR	1	2012-04-30	0.27	0.27	-0.2592592593	0.1643346123	1	502324733.04455	105959127.595335	
NHLD	1	2012-05-01	0.3	0.3	0.0454545455	0.114014205	1	506891301.526773	100464946.60891	
IZEA	0.025	2012-05-02	0.32	12.8	0	0.3732440302	1	506891281.526773	101378260.305355	
CRDC	1	2012-05-08	2	2	-0.005	0.205788179	1	506384370.245246	101378256.305355	
IZEA	0.025	2012-05-09	0.49	19.6	1.4780994404	0.9221127711	1	656081641.100463	101276874.049049	
CSBR	1	2012-05-10	0.37	0.37	0	0.2063982079	1	656081621.100463	131216328.220093	
IZEA	0.025	2012-05-14	0.7	28	0.1891891892	0.3460421937	1	680906311.088048	131216324.220093	
SBSA	1	2012-05-15	5.89	5.89	0.1072386059	0.3293580496	1	695510179.797711	136181262.21761	
IZEA	0.025	2012-05-16	0.44	17.6	-0.1654135338	0.1491083446	1	672500800.466057	139102035.959542	
IZEA	0.025	2012-05-17	0.35	14	-0.3104247104	0.1904311383	1	630748607.217045	134500160.093211	
ROSG	1	2012-05-18	4.1	4.1	0.0971786834	0.4360708656	1	643007651.056373	126149721.443409	
IMMY	0.2	2012-05-21	0.8	4	0	0.095714592	1	643007631.056373	128601530.211275	
AERO	0.01	2012-05-22	0.01	1	0	0.0898213633	1	643007611.056373	128601526.211275	
MELA	1	2012-05-23	2.54	2.54	-0.0380622837	0.2605236624	1	638112723.428954	128601522.211275	
JAMN	1	2012-05-24	0.2	0.2	0.0588235294	0.0860912973	1	645619911.939883	127622544.685791	
SITO	1	2012-05-25	0.27	0.27	-0.2307692308	0.1505238446	1	615822049.85035	129123982.387977	
DEJ	1	2012-05-30	0.29	0.29	0.0434782609	0.0926722968	1	621177004.196875	123164409.97007	
IZEA	0.025862069	2012-06-01	0.11	4.2533333333	-0.175	0.1265454644	1	599435789.049984	124235400.839375	
AERO	0.01	2012-06-05	0.01	1	0	0.232029585	1	599435769.049984	119887157.809997	
LPAD	1	2012-06-06	0.27	0.27	-0.0476190476	0.1446995917	1	593726836.963794	119887153.809997	
AOLS	1	2012-06-07	0.25	0.25	0	0.119224673	1	593726816.963794	118745367.392759	
XGTI	1	2012-06-08	0.6	0.6	0	0.3066268492	1	593726796.963794	118745363.392759	
DEJ	1	2012-06-11	0.23	0.23	-0.08	0.0788104968	1	584227148.212373	118745359.392759	
AERO	0.01	2012-06-12	0.01	1	1	0.3153308811	1	701072557.854848	116845429.642475	
ALXA	1	2012-06-13	3.13	3.13	-0.0341296928	53.2037265532	1	696287059.644235	140214511.57097	
SMTP	0.2272727273	2012-06-14	0.61	2.684	0.1698875744	0.6838909327	1	719945143.57395	139257411.928847	
AERO	0.01	2012-06-15	0.02	2	0	0.258507569	1	719945123.57395	143989028.71479	
AVL	1	2012-06-18	1.39	1.39	0.0743243243	0.2416267042	1	730646990.545995	143989024.71479	
SMTP	0.2276295133	2012-06-19	1.45	6.37	-0.4411302983	0.071828757	1	666184865.571607	146129398.109199	
AERO	0.01	2012-06-20	0.01	1	0	0.1449864581	1	666184845.571607	133236973.114322	
MSLP	0.0011723329	2012-06-21	0.01	8.53	0	0.0906224451	1	666184825.571608	133236969.114322	
ASTI	1	2012-06-22	0.82	0.82	0.025	0.0463259022	1	669515729.699466	133236965.114322	
SITO	1	2012-06-25	0.19	0.19	0	0.1029155876	1	669515709.699466	133903145.939893	
AERO	0.01	2012-06-27	0.02	2	1	0.2875678579	1	803418831.639359	133903141.939893	
ANTH	0.125	2012-06-28	0.99	7.92	-0.1168831169	0.759475227	1	784637592.198439	160683766.327872	
AERO	0.01	2012-06-29	0.02	2	1	0.2555898576	1	941565090.638126	156927518.439688	
BLUSF	1	2012-07-02	0.7	0.7	0	0.1631663996	1	941565070.638126	188313018.127625	
NLST	1	2012-07-03	2.25	2.25	0.0088495575	1.3250733706	1	943231537.488813	188313014.127625	
IVAN	0.3333333333	2012-07-05	0.6	1.8	0.05	0.2147530345	1	952663832.863701	188646307.497763	
AERO	0.01	2012-07-06	0.01	1	0	0.4383753718	1	952663812.863701	190532766.57274	
RXII	0.0350877193	2012-07-09	0.02	0.57	-0.1111111111	0.1164007121	1	931493485.911175	190532762.57274	
AERO	0.01	2012-07-10	0.01	1	-0.5	0.280147324	1	838344117.320057	186298697.182235	
IVAN	0.3333333333	2012-07-11	0.59	1.77	-0.0327868852	0.1453527568	1	832846758.845827	167668823.464011	
BSDM	1	2012-07-12	1.1	1.1	0.0909090909	0.1989087453	1	847989407.188479	166569351.769165	
XGTI	1	2012-07-13	0.48	0.48	0	0.2631135192	1	847989387.188479	169597881.437696	
CHCI	1	2012-07-16	1.37	1.37	-0.0510948905	0.1651811473	1	839323782.20991	169597877.437696	
DIAGF	1	2012-07-17	0.21	0.21	0	0.2338831107	1	839323762.20991	167864756.441982	
SMTP	0.2275862069	2012-07-18	0.66	2.9	0	0.1940928096	1	839323742.20991	167864752.441982	
RXII	0.0320987654	2012-07-19	0.15	4.6730769231	-0.1138461538	0.5858405496	1	820212966.233438	167864748.441982	
RXII	0.032	2012-07-20	0.13	4.0625	0.1	0.4180333034	1	836617205.558107	164042593.246688	
DPDW	1	2012-07-23	1.06	1.06	0.1320754717	8.3892621422	1	858716507.969076	167323441.111621	
RXII	0.0328282828	2012-07-24	0.13	3.96	0.0747354497	0.182067514	1	871551800.852741	171743301.593815	
DPDW	1	2012-07-25	1.2	1.2	0	8.0495345528	1	871551780.852741	174310360.170548	
MSLP	0.0011723329	2012-07-26	0.01	8.53	0	0.2931746021	1	871551760.852741	174310356.170548	
AVL	1	2012-07-27	1.46	1.46	0	0.3806912286	1	871551740.852741	174310352.170548	
DPDW	1	2012-07-30	1.2	1.2	0	1.1234679786	1	871551720.852741	174310348.170548	
XPLR	0.0025	2012-07-31	10	4000	-0.2352941176	0.1017272351	1	830537502.224376	174310344.170548	
AERO	0.01	2012-08-01	0.02	2	0	0.5325948915	1	830537482.224377	166107500.444875	
AERO	0.01	2012-08-02	0.01	1	1	0.4054134732	1	996644958.669252	166107496.444875	
AERO	0.01	2012-08-03	0.01	1	-0.5	0.0956277204	1	896980442.802327	199328991.73385	
TIGR	1	2012-08-06	1.79	1.79	0.0057803468	0.5291586476	1	898017394.412503	179396088.560465	
NHLD	1	2012-08-07	0.12	0.12	0	0.7837701248	1	898017374.412503	179603478.882501	
AERO	0.01	2012-08-08	0.02	2	1	0.1339582792	1	1077620829.295	179603474.882501	
NHTC	1	2012-08-09	1.37	1.37	0.0703125	0.1020773041	1	1092774852.20696	215524165.859001	
NHLD	1	2012-08-10	0.14	0.14	-0.1428571429	0.222681723	1	1061552693.57248	218554970.441393	
NHLD	1	2012-08-13	0.14	0.14	0	0.7326893213	1	1061552673.57248	212310538.714496	
ACU	1.0408560311	2012-08-14	10.7	10.28	-0.009581512	0.2677931302	1	1059518397.63297	212310534.714496	
AERO	0.01	2012-08-15	0.01	1	0	0.4492979312	1	1059518377.63297	211903679.526594	
PED	0.3333333333	2012-08-16	5	15	0	0.2647972326	1	1059518357.63297	211903675.526594	
ENG	1	2012-08-17	1.14	1.14	-0.2222222222	0.1433566947	1	1012428632.84928	211903671.526594	
ARIS	1	2012-08-20	1.01	1.01	-0.0594059406	0.3264673371	1	1000399757.80553	202485726.569857	
AUXO	1	2012-08-22	1.15	1.15	0.0891089109	412.7220568387	1	1018228644.38028	200079951.561106	
PED	0.3333333333	2012-08-23	3	9	0	0.2137529086	1	1018228624.38028	203645728.876056	
TNIB	1	2012-08-24	1.67	1.67	-0.28125	0.0734862215	1	960953244.258891	203645724.876056	
TNIB	1	2012-08-27	1.6	1.6	0.0869565217	0.0997411553	1	977665454.593828	192190648.851778	
SNGX	1	2012-08-28	0.41	0.41	0	0.0680373689	1	977665434.593828	195533090.918766	
PED	0.3333333333	2012-08-29	2.5	7.5	-0.1666666667	0.1064545002	1	945076566.774034	195533086.918766	
TNIB	1	2012-08-30	1.65	1.65	-0.0606060606	0.2059903059	1	933621073.237379	189015313.354807	
PED	0.3333333333	2012-08-31	2	6	0	0.1357381585	1	933621053.237379	186724214.647476	
IMMY	0.2	2012-09-04	1.01	5.05	0.0198019802	0.539647434	1	937318542.359111	186724210.647476	
PED	0.3333333333	2012-09-05	2	6	0.025	0.3708689332	1	942005115.070907	187463708.471822	
QFOR	1	2012-09-06	0.18	0.18	-0.2307692308	0.2279120554	1	898527935.913788	188401023.014181	
IZEA	1	2012-09-07	0.93	0.93	0.0101010101	0.2540275281	1	900343123.865129	179705587.182758	
NHLD	1	2012-09-10	0.16	0.16	-0.15	0.4107778747	1	873332810.149175	180068624.773026	
AERO	0.01	2012-09-11	0.01	1	0	0.2969949969	1	873332790.149175	174666562.029835	
AERO	0.01	2012-09-12	0.01	1	0	0.2745649795	1	873332770.149175	174666558.029835	
XPLR	1	2012-09-13	5.92	5.92	0.0135135135	1.6077003053	1	875693108.987416	174666554.029835	
XPLR	1	2012-09-14	5.92	5.92	-0.1666666667	0.5745907446	1	846503318.687836	175138621.797483	
XPLR	1	2012-09-17	6	6	0	3.0162937358	1	846503298.687836	169300663.737567	
XGTI	1	2012-09-18	0.5	0.5	0	0.2675929644	1	846503278.687836	169300659.737567	
XPLR	1	2012-09-19	5	5	0	6.0512679506	1	846503258.687836	169300655.737567	
MAGS	1	2012-09-20	3.68	3.68	-0.0107526882	0.4319020805	1	844682801.572378	169300651.737567	
HIPP	1	2012-09-21	1.25	1.25	-0.1160714286	0.1542216862	1	825074073.678734	168936560.314476	
CSBR	1	2012-09-24	0.3	0.3	0.3333333333	0.430917961	1	880078991.923982	165014814.735747	
GSI	1	2012-09-25	1.32	1.32	-0.0234375	1.2390327375	1	875953601.649339	176015798.384797	
DARA	0.2	2012-09-26	1.15	5.75	-0.0267857143	0.3397062234	1	871260973.069074	175190720.329868	
PED	0.3333333333	2012-09-27	1.6	4.8	0.0152284264	2.4281971534	1	873914539.789082	174252194.613815	
ERB	1	2012-09-28	0.63	0.63	0.0727272727	0.1642881866	1	886626004.004196	174782907.957816	
ERB	1	2012-10-01	0.55	0.55	0.0169491525	0.1450307633	1	889631495.882176	177325200.800839	
BKYI	1	2012-10-02	0.08	0.08	-0.125	0.1003433821	1	867390688.485122	177926299.176435	
NHLD	1	2012-10-03	0.28	0.28	0	0.2187230132	1	867390668.485121	173478137.697024	
ASTI	1	2012-10-04	1.02	1.02	0	0.162163326	1	867390648.485122	173478133.697024	
QFOR	1	2012-10-05	0.1	0.1	-0.5	0.1891361159	1	780651563.636609	173478129.697024	
NTIP	1	2012-10-08	1.26	1.26	0.0153846154	0.0746432022	1	783053548.447799	156130312.727322	
BSDM	1	2012-10-09	1.31	1.31	-0.1323529412	0.1257332662	1	762325640.400651	156610709.68956	
GEVO	1	2012-10-10	2.05	2.05	-0.0144927536	0.4286514932	1	760115980.863258	152465128.08013	
SYRX	0.5	2012-10-11	0.51	1.02	0	0.1796118543	1	760115960.863258	152023196.172652	
AIRI	1.0687022901	2012-10-12	7	6.55	0	0.2361088493	1	760115940.863258	152023192.172652	
SYRX	0.5	2012-10-15	0.51	1.02	0	0.1860106531	1	760115920.863258	152023188.172652	
QFOR	1	2012-10-16	0.1	0.1	0.4	0.3120110132	1	820925174.532319	152023184.172652	
GNWSF	1	2012-10-17	0.1	0.1	0	0.292284142	1	820925154.532319	164185034.906464	
QFOR	1	2012-10-18	0.14	0.14	0.8	0.1329958866	1	952273159.25749	164185030.906464	
CBLI	1	2012-10-19	1.98	1.98	-0.0327868852	0.1309911954	1	946028725.098424	190454631.851498	
DHRM	1	2012-10-22	2.25	2.25	-0.0869565217	0.1634149492	1	929576031.618452	189205745.019685	
XGTI	1	2012-10-23	0.37	0.37	0.0263157895	0.2474396008	1	934468517.048022	185915206.32369	
IMMY	0.2	2012-10-24	1.8	9	-0.0647058824	0.0754072696	1	922375375.062695	186893703.409605	
SYRX	0.5	2012-10-25	0.51	1.02	0	0.0901432245	1	922375355.062695	184475075.012539	
LPAD	1	2012-10-26	0.15	0.15	0	0.0662091642	1	922375335.062695	184475071.012539	
SOHO	1.0518731988	2012-10-31	3.72	3.5365479452	0.0287109315	0.7812540045	1	927671766.067208	184475067.012539	
QFOR	1	2012-11-01	0.15	0.15	0.75	0.1581215779	1	1066822510.97729	185534353.213441	
STPFQ	1	2012-11-02	0.8	0.8	-0.0322580645	0.087546286	1	1059939765.10002	213364502.195458	
GNWSF	1	2012-11-05	0.08	0.08	0	3.7509988821	1	1059939745.10002	211987953.020003	
MOBQ	1	2012-11-07	0.35	0.35	0	1.4261550657	1	1059939725.10002	211987949.020003	
EMAN	1.0276923077	2012-11-08	3.51	3.4154191617	0.0733703357	0.1086959364	1	1075493331.7933	211987945.020003	
QFOR	1	2012-11-09	0.14	0.14	-0.4285714286	0.1261071097	1	983308169.068161	215098666.35866	
RXII	0.0344827586	2012-11-12	0.09	2.61	0.372	0.2819484064	1	1056466276.84683	196661633.813632	
SYPR	1.0376811594	2012-11-13	3.66	3.5270949721	0.0407014497	0.2678330861	1	1065066198.65417	211293255.369367	
SYRX	0.5102040816	2012-11-14	0.25	0.49	0	0.1972786705	1	1065066178.65417	213013239.730833	
CBMX	0.1	2012-11-15	0.26	2.6	-0.2380952381	0.1292804609	1	1014348721.5754	213013235.730833	
CBMX	0.1	2012-11-16	0.21	2.1	0.5	0.1756915143	1	1115783573.73293	202869744.315079	
CBMX	0.1	2012-11-19	0.16	1.6	-0.125	0.1872185174	1	1087888964.38961	223156714.746587	
RXII	0.0333333333	2012-11-20	0.07	2.1	0.2142857143	0.1259199809	1	1134512757.14917	217577792.877922	
CSBR	1	2012-11-21	0.4	0.4	0.2	0.346784572	1	1179893247.43513	226902551.429833	
NHTC	1	2012-11-26	0.51	0.51	0	0.1086603201	1	1179893227.43513	235978649.487027	
SGOC	1	2012-11-28	1.07	1.07	0	0.1810271358	1	1179893207.43513	235978645.487027	
SGOC	1	2012-11-29	1.1	1.1	0.0363636364	0.2389803132	1	1188474228.94375	235978641.487027	
MSLP	1	2012-11-30	5.49	5.49	0	0.1580514894	1	1188474208.94375	237694845.78875	
EFOI	1	2012-12-03	0.18	0.18	0	0.1349625509	1	1188474188.94375	237694841.78875	
QFOR	1	2012-12-04	0.05	0.05	0.2727272727	0.8116724069	1	1253300033.79523	237694837.78875	
QFOR	1	2012-12-05	0.11	0.11	0	1.1784720251	1	1253300013.79523	250660006.759046	
ALYE	1	2012-12-07	0.02	0.02	0	1.1147252476	1	1253299993.79523	250660002.759046	
XRSC	1	2012-12-10	0.6	0.6	0.0350877193	0.2440510841	1	1262095061.47099	250659998.759046	
ALYE	1	2012-12-11	0.02	0.02	1	0.4866247909	1	1514514053.76518	252419012.294197	
QFOR	1	2012-12-12	0.14	0.14	0	0.1083096256	1	1514514033.76518	302902810.753036	
MBLX	1	2012-12-13	1.73	1.73	0.0718562874	0.1187277277	1	1536279484.90911	302902806.753037	
CBMX	1	2012-12-14	6.75	6.75	-0.0489208633	0.342536258	1	1521248241.17187	307255896.981823	
NHLD	1	2012-12-17	0.14	0.14	0	0.1294491677	1	1521248221.17187	304249648.234375	
ALYE	1	2012-12-18	0.04	0.04	0	0.1085591908	1	1521248201.17187	304249644.234375	
CLSN	0.221969912	2012-12-19	8.02	36.1310230179	-0.0390940625	0.6491214431	1	1509353826.71008	304249640.234375	
PED	0.3333333333	2012-12-20	2.1	6.3	0	1.056521809	1	1509353806.71008	301870765.342017	
AUNFF	0.125	2012-12-21	0.95	7.6	0.032967033	0.3465208156	1	1519305570.05103	301870761.342017	
BGMD	1	2012-12-24	2.53	2.53	-0.0753968254	0.0861993107	1	1496395386.69312	303861114.010206	
CSBR	1	2012-12-26	0.49	0.49	0	0.1526234398	1	1496395366.69312	299279077.338624	
GNWSF	1	2012-12-27	0.7	0.7	0	0.6128218412	1	1496395346.69312	299279073.338624	
GNWSF	1	2012-12-28	0.65	0.65	0	1.085918979	1	1496395326.69312	299279069.338624	
GNWSF	1	2012-12-31	0.65	0.65	0	0.1331521497	1	1496395306.69312	299279065.338624	
PTN	1	2013-01-02	0.62	0.62	0.0819672131	0.3566366528	1	1520926357.29464	299279061.338624	
VASO	1	2013-01-03	0.18	0.18	0.3076923077	0.4825972091	1	1614521805.43585	304185271.458929	
XGTI	1	2013-01-04	0.33	0.33	0	0.2549830176	1	1614521785.43585	322904361.087171	
DIAGF	1	2013-01-07	0.26	0.26	-0.0384615385	0.264591896	1	1602102367.08635	322904357.087171	
FREE	0.02	2013-01-08	0.28	14	-0.175	0.874405587	1	1546028764.23832	320420473.417269	
NTN	1	2013-01-09	0.22	0.22	0.0476190476	0.1210522919	1	1560752827.70726	309205752.847665	
KIPO	1.0977701544	2013-01-10	6.27	5.711578125	0.0062085179	0.1456864087	1	1562690800.08927	312150565.541452	
GPCM	1	2013-01-11	0.28	0.28	0.037037037	0.0783319427	1	1574266267.49734	312538160.017853	
PURE	1	2013-01-14	1.1	1.1	-0.1442307692	0.0652480178	1	1528854720.5503	314853253.499467	
